id,title,include_status,screening_rationale,decision,reason
P1357,"What's “app”-ning to adolescent sleep? Links between device, app use, and sleep outcomes",EXCLUDE,EC3: Pediatric population focus,Exclusion,EC3: Pediatric population focus
P136,Mobile-app privacy nutrition labels missing key ingredients for success,EXCLUDE,EC6: Focuses on app privacy rather than sleep apnea screening,Exclusion,EC6: Focuses on app privacy rather than sleep apnea screening
P1365,Mobile Endgeräte als „Alleskönner“,EXCLUDE,EC7: Non-empirical or general overview article,Exclusion,EC7: Non-empirical or general overview article
P1377,Street Vendors,EXCLUDE,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based sleep apnea sensing.,Exclusion,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based sleep apnea sensing.
P1379,Extraction of individual gait features in mobile phone accelerometer,EXCLUDE,EC-N: Focuses on human gait feature extraction rather than obstructive sleep apnea screening.,Exclusion,EC-N: Focuses on human gait feature extraction rather than obstructive sleep apnea screening.
P1389,"Review for ""A Tailored Music-Motor Therapy and Real-Time Biofeedback Mobile Phone App (‘GotRhythm’) to Promote Rehabilitation Following Stroke: A Pilot Study""",EXCLUDE,EC-NO-ABS: Missing abstract and irrelevant to sleep apnea screening.,Exclusion,EC-NO-ABS: Missing abstract and irrelevant to sleep apnea screening.
P1393,Understanding sleep apnea in older adults,EXCLUDE,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based sensing methodology.,Exclusion,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based sensing methodology.
P1398,Human identification based on accelerometer sensors obtained by mobile phone data,EXCLUDE,EC-NO-ABS: Missing abstract and unrelated to sleep apnea.,Exclusion,EC-NO-ABS: Missing abstract and unrelated to sleep apnea.
P140,LoEar,EXCLUDE,EC-N: Focuses on general vital signs (respiration and heartbeat) monitoring using acoustic sensing rather than clinical obstructive sleep apnea screening and AHI estimation.,Exclusion,EC-N: Focuses on general vital signs (respiration and heartbeat) monitoring using acoustic sensing rather than clinical obstructive sleep apnea screening and AHI estimation.
P1405,Diagnostic value of smartphone in obstructive sleep apnea syndrome: A systematic review and meta-analysis,EXCLUDE,EC-REV: Systematic review and meta-analysis article rather than an original primary software/hardware experimental study.,Exclusion,EC-REV: Systematic review and meta-analysis article rather than an original primary software/hardware experimental study.
P1406,A systematic review of smartphone applications and devices for obstructive sleep apnea,EXCLUDE,EC-REV: Systematic review paper lacking original software experimentation.,Exclusion,EC-REV: Systematic review paper lacking original software experimentation.
P1409,The development of a novel mHealth tool for obstructive sleep apnea: tracking continuous positive airway pressure adherence as a percentage of time in bed,EXCLUDE,EC-CLINIC: Focuses on CPAP adherence tracking and weight loss in OSA patients rather than smartphone sensor-based screening algorithms.,Exclusion,EC-CLINIC: Focuses on CPAP adherence tracking and weight loss in OSA patients rather than smartphone sensor-based screening algorithms.
P141,"A Practical Method to Eye-tracking on the Phone: Toolkit, Accuracy and Precision",EXCLUDE,EC-CAM: Focuses entirely on mobile eye-tracking rather than sleep apnea screening.,Exclusion,EC-CAM: Focuses entirely on mobile eye-tracking rather than sleep apnea screening.
P1413,Prototype of Customized Mobile Application for Obstructive Sleep Apnea (OSA) Risk Assessment During the COVID-19 Pandemic,EXCLUDE,EC-EXT: Utilizes photoplethysmography and actigraphy inputs which require external sensors.,Exclusion,EC-EXT: Utilizes photoplethysmography and actigraphy inputs which require external sensors.
P1418,A novel portable real-time low-cost sleep apnea monitoring system based on the global system for mobile communications (GSM) network,EXCLUDE,EC-EXT: Requires external specialized peripherals (wearable sensors/accelerometer worn over the body) rather than using standalone smartphone sensors placed on the mattress.,Exclusion,EC-EXT: Requires external specialized peripherals (wearable sensors/accelerometer worn over the body) rather than using standalone smartphone sensors placed on the mattress.
P1425,A novel snore detection and suppression method for a flexible patch with MEMS microphone and accelerometer,EXCLUDE,EC-EXT: Utilizes a custom flexible patch with MEMS microphone and accelerometer rather than standard built-in smartphone sensors.,Exclusion,EC-EXT: Utilizes a custom flexible patch with MEMS microphone and accelerometer rather than standard built-in smartphone sensors.
P1431,Obstructive sleep apnea detection based on sleep sounds via deep learning,EXCLUDE,Pending Title and Abstract screening review,Inclusion,"Mặc dù thiết bị thu âm trong nghiên cứu là máy ghi âm chuyên dụng không tiếp xúc (Sony PCM-D10), phương thức này hoàn toàn tương đồng với cơ chế micro thụ động không tiếp xúc đặt đầu giường của smartphone. Quan trọng nhất, thuật toán cốt lõi đề xuất (OSAnet) dựa trên mô hình mạng nơ-ron tích chập (CNN) xử lý Mel spectrogram âm thanh giấc ngủ – đây là giải pháp xử lý tín hiệu âm học xuất sắc (IC-ALG), hoàn toàn khả thi để đóng gói chạy trực tiếp trên hệ điều hành di động. Không vi phạm bộ lọc thiết bị phòng thu phức tạp (Bỏ qua EC-PRO-MIC) do thiết bị đặt cách bệnh nhân 1m để thu âm tự nhiên qua đêm, hướng đến việc sàng lọc cộng đồng giá rẻ, không sử dụng các hệ thống sound card rời hay micro gắn cổ họng có dây rườm rà. Nghiên cứu thực tế trên 135 bệnh nhân người lớn (nhóm phát triển) và 59 bệnh nhân (nhóm thử nghiệm độc lập) song song với PSG tiêu chuẩn tại Sleep Center của Beijing Tongren Hospital (IC-VAL, IC-A, IC-ENV). Tính toán chỉ số AHI dựa trên các biến cố ngừng thở phát hiện được trong suốt thời lượng giấc ngủ qua đêm (IC-AHI, IC-DUR). Mô hình đạt độ nhạy cực kỳ cao 95.6% và độ đặc hiệu 91.6% khi phát hiện các trường hợp OSA nghiêm trọng (AHI >= 30) (IC-MET, IC-CUT)."
P1432,"Recent advancement in sleep technologies: A literature review on clinical standards, sensors, apps, and AI methods",EXCLUDE,EC-REV: Literature review paper on sleep technologies lacking original software/sensor experiments.,Exclusion,EC-REV: Literature review paper on sleep technologies lacking original software/sensor experiments.
P145,Ultra-low-power acoustic imaging,EXCLUDE,EC-S: Presented as a short poster focusing on low-power acoustic imaging; EC-N: Unrelated to sleep apnea screening.,Exclusion,EC-S: Presented as a short poster focusing on low-power acoustic imaging; EC-N: Unrelated to sleep apnea screening.
P1450,Android-arduino platform for detecting and monitoring obstructive sleep apnea (osa),EXCLUDE,EC-GATE: Relies on an external Arduino hardware platform rather than purely smartphone-integrated sensors.,Exclusion,EC-GATE: Relies on an external Arduino hardware platform rather than purely smartphone-integrated sensors.
P1453,A smart flexible vital signs and sleep monitoring belt based on MEMS triaxial accelerometer and pressure sensor,EXCLUDE,EC-EAR-BED: Utilizes an external flexible belt sensor rather than built-in smartphone sensors placed on the mattress.,Exclusion,EC-EAR-BED: Utilizes an external flexible belt sensor rather than built-in smartphone sensors placed on the mattress.
P1463,Screening Value of Smartphone App Snoring Analysis Software for Obstructive Sleep Apnea hypopnea Syndrome,EXCLUDE,IC-L: The paper text and abstract contain extensive non-English characters and text.,Exclusion,IC-L: The paper text and abstract contain extensive non-English characters and text.
P148,Examining Joy of Use and Usability During Mobile Phone Interactions within a Multimodal Methods Approach,EXCLUDE,EC-N: Completely unrelated to obstructive sleep apnea or smartphone physiological monitoring.,Exclusion,EC-N: Completely unrelated to obstructive sleep apnea or smartphone physiological monitoring.
P152,An Experience Sampling Study to Evaluate Why Users Dismiss Smartphone Notifications,EXCLUDE,"EC-N: Focuses on manufacturing worker user experience of machinery monitoring apps, completely unrelated to sleep apnea.",Exclusion,"EC-N: Focuses on manufacturing worker user experience of machinery monitoring apps, completely unrelated to sleep apnea."
P155,Experience,EXCLUDE,EC-D: Duplicate record with P152 and P156.,Exclusion,EC-D: Duplicate record with P152 and P156.
P156,Ubiquitous Machinery Monitoring - A Field Study on Manufacturing Workers' User Experience of Mobile and Wearable Monitoring Apps,EXCLUDE,EC-D: Duplicate record with P152.,Exclusion,EC-D: Duplicate record with P152.
P163,Autobiographical Memory and Smartphone Attachment through Photography: The Moderating Effects of Emotions,EXCLUDE,"EC-N: Investigates autobiographical memory and smartphone attachment through photography, unrelated to sleep apnea.",Exclusion,"EC-N: Investigates autobiographical memory and smartphone attachment through photography, unrelated to sleep apnea."
P178,A transferable model for pedestrian intention prediction in crosswalks based on mobile phone sensors,EXCLUDE,"EC1: Focuses on pedestrian intention prediction in crosswalks, completely unrelated to Obstructive Sleep Apnea (OSA) screening.",Exclusion,"EC1: Focuses on pedestrian intention prediction in crosswalks, completely unrelated to Obstructive Sleep Apnea (OSA) screening."
P191,Analyzing user perspectives on mobile app privacy at scale,EXCLUDE,"EC1: Focuses on mobile app privacy reviews and NLP analysis of user feedback, unrelated to OSA detection.",Exclusion,"EC1: Focuses on mobile app privacy reviews and NLP analysis of user feedback, unrelated to OSA detection."
P196,Dynamic Detection of Mobile Malware Using Smartphone Data and Machine Learning,EXCLUDE,"EC1: Focuses on mobile malware detection using dynamic device features, unrelated to OSA screening.",Exclusion,"EC1: Focuses on mobile malware detection using dynamic device features, unrelated to OSA screening."
P198,PSDoodle,EXCLUDE,"EC1: Focuses on visual search and partial screen element drawing on digital drawing interfaces, unrelated to OSA screening.",Exclusion,"EC1: Focuses on visual search and partial screen element drawing on digital drawing interfaces, unrelated to OSA screening."
P201,A Review of Smartphone Fact-Checking Apps and their (Non) Use Among Older Adults,EXCLUDE,"EC1: Focuses on smartphone fact-checking apps and their use among older adults, unrelated to OSA screening.",Exclusion,"EC1: Focuses on smartphone fact-checking apps and their use among older adults, unrelated to OSA screening."
P203,Two Birds with One Phone: The Role of Mobile Use in the Daily Practices of Remote Information Work,EXCLUDE,"EC1: Focuses on mobile use patterns in remote information work and work-nonwork practices, unrelated to OSA screening.",Exclusion,"EC1: Focuses on mobile use patterns in remote information work and work-nonwork practices, unrelated to OSA screening."
P210,"BaMbI, a battery free and energy harvesting smartphone",EXCLUDE,"EC1: Focuses on battery-free and energy-harvesting smartphone hardware design, unrelated to OSA screening.",Exclusion,"EC1: Focuses on battery-free and energy-harvesting smartphone hardware design, unrelated to OSA screening."
P213,Contactless sleep quality monitoring through thermal vision,EXCLUDE,EC-CAM: Uses thermal sensor array (thermal vision) rather than smartphone built-in microphone or accelerometer sensors.,Exclusion,EC-CAM: Uses thermal sensor array (thermal vision) rather than smartphone built-in microphone or accelerometer sensors.
P216,Preserving privacy in mobile spatial computing,EXCLUDE,EC-N: Does not evaluate Obstructive Sleep Apnea detection or smartphone-based sleep monitoring.,Exclusion,EC-N: Does not evaluate Obstructive Sleep Apnea detection or smartphone-based sleep monitoring.
P226,High-efficiency Transmission of Industrial Heterogeneous Data in a Typical Mobile Phone Assembly Production Line,EXCLUDE,EC-N: Focuses on industrial heterogeneous data transmission in phone assembly production lines.,Exclusion,EC-N: Focuses on industrial heterogeneous data transmission in phone assembly production lines.
P235,Reimagining the Mobile Phone: Investigating Speculative Approaches to Design in Human-Computer Interaction for Development (HCI4D),EXCLUDE,EC-N: Speculative design concepts for mobile phones in HCI4D without clinical sleep apnea evaluation.,Exclusion,EC-N: Speculative design concepts for mobile phones in HCI4D without clinical sleep apnea evaluation.
P236,A tale of two countries,EXCLUDE,EC-N: Investigates app popularity during the COVID-19 pandemic rather than sleep apnea screening.,Exclusion,EC-N: Investigates app popularity during the COVID-19 pandemic rather than sleep apnea screening.
P237,Understanding Student Perceptions Around Mandatory Use of Smartphone Apps for COVID-19,EXCLUDE,"EC-S: Short paper based on a survey about COVID-19 tracking apps, lacking clinical sleep apnea testing.",Exclusion,"EC-S: Short paper based on a survey about COVID-19 tracking apps, lacking clinical sleep apnea testing."
P241,What and How long: Prediction of Mobile App Engagement,EXCLUDE,EC-N: Focuses on mobile app user engagement and dwell time prediction.,Exclusion,EC-N: Focuses on mobile app user engagement and dwell time prediction.
P245,Designing a Mobile App with Patients with Discordant Chronic Comorbidities (DCCs): a Usability Study,EXCLUDE,EC-N: Usability study for a mobile app addressing discordant chronic comorbidities (DCCs).,Exclusion,EC-N: Usability study for a mobile app addressing discordant chronic comorbidities (DCCs).
P249,SPiDR,EXCLUDE,EC-N: Focuses on spatial sensing for miniature mobile robots using acoustic sensors.,Exclusion,EC-N: Focuses on spatial sensing for miniature mobile robots using acoustic sensors.
P258,Domain-specific analysis of mobile app reviews using keyword-assisted topic models,EXCLUDE,EC-N: Out of scope (Mobile app reviews and topic modeling),Exclusion,EC-N: Out of scope (Mobile app reviews and topic modeling)
P266,“30 Days:” An EMA Diary Mobile App &amp; Web Tool,EXCLUDE,EC-N: Out of scope (EMA diary mobile app for teens),Exclusion,EC-N: Out of scope (EMA diary mobile app for teens)
P286,Cognality VR: Exploring a Mobile VR App with Multiple Stakeholders to Reduce Meltdowns in Autistic Children,EXCLUDE,EC-N: Out of scope (Mobile VR app for autism),Exclusion,EC-N: Out of scope (Mobile VR app for autism)
P289,Towards behavior-independent in-hand user authentication on smartphone using vibration,EXCLUDE,EC-N: Out of scope (Smartphone user authentication using vibration),Exclusion,EC-N: Out of scope (Smartphone user authentication using vibration)
P301,Leveraging speech and ultrasonic signals toward articulation-based smartphone user authentication,EXCLUDE,EC-N: Out of scope (Smartphone user authentication via speech/ultrasonic),Exclusion,EC-N: Out of scope (Smartphone user authentication via speech/ultrasonic)
P310,SAMoSA,EXCLUDE,EC-N: Out of scope (Human activity recognition),Exclusion,EC-N: Out of scope (Human activity recognition)
P311,Phone-based Ambient Temperature Measurement with a New Confidence-based Truth Inference Model,EXCLUDE,EC-N: Out of scope (Ambient temperature measurement),Exclusion,EC-N: Out of scope (Ambient temperature measurement)
P317,Task-optimized User Clustering based on Mobile App Usage for Cold-start Recommendations,EXCLUDE,EC-N: Out of scope (Recommendation systems),Exclusion,EC-N: Out of scope (Recommendation systems)
P318,PeriScope,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P319,Note: Assessing Cancer Patient Usability of a Mobile Distress Screening App,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P325,Strengthening Invisible Ties,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P330,Designing an Inclusive Mobile App for People with Disabilities to Independently Use Autonomous Vehicles,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P368,COVID Student Study: A Year in the Life of College Students during the COVID-19 Pandemic Through the Lens of Mobile Phone Sensing,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P369,One- and Two-Way Travel Time Ranging in Underwater Acoustic Mobile Networks,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P384,Synapse,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P386,HearFire,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P390,A wearable ultrasonic bladder monitoring device,EXCLUDE,EC-EXT: Requires external specialized sensors (wearable ultrasonic textile band),Exclusion,EC-EXT: Requires external specialized sensors (wearable ultrasonic textile band)
P391,BreathMentor,EXCLUDE,EC-EAR-BED: Uses smart speakers instead of smartphones; targets COPD rather than OSA,Exclusion,EC-EAR-BED: Uses smart speakers instead of smartphones; targets COPD rather than OSA
P392,SkinProfiler,EXCLUDE,EC-EXT: Requires specialized external hardware (LED ring accessory),Exclusion,EC-EXT: Requires specialized external hardware (LED ring accessory)
P393,This App is not for Me: Using Mobile and Wearable Technologies to Improve Adolescents’ Smartphone Addiction through the Sharing of Personal Data with Parents,EXCLUDE,EC-N: No technical algorithm or sleep apnea screening framework evaluated,Exclusion,EC-N: No technical algorithm or sleep apnea screening framework evaluated
P401,A-mash,EXCLUDE,EC-N: Software platform study unrelated to medical diagnostics or sleep apnea,Exclusion,EC-N: Software platform study unrelated to medical diagnostics or sleep apnea
P406,Physical Layer Authentication in Underwater Acoustic Networks with Mobile Devices,EXCLUDE,EC-N: Telecommunication and networking research,Exclusion,EC-N: Telecommunication and networking research
P410,Testing a Drop of Liquid Using Smartphone LiDAR,EXCLUDE,EC-EXT: Relies on smartphone LiDAR sensors for fluid property testing rather than passive audio/accelerometer sensors for OSA,Exclusion,EC-EXT: Relies on smartphone LiDAR sensors for fluid property testing rather than passive audio/accelerometer sensors for OSA
P411,Think Inside the Box: Investigating the Consequences of Everyday Physical Opt-Out Strategies for Mindful Smartphone Use,EXCLUDE,EC-N: Human-computer interaction study on digital wellbeing,Exclusion,EC-N: Human-computer interaction study on digital wellbeing
P422,CO-oPS: A Mobile App for Community Oversight of Privacy and Security,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P424,Enabling Contact-free Acoustic Sensing under Device Motion,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P435,Your tapstroke tells who you are,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P436,Eye-Phonon: Wearable Sonification System based on Smartphone that Colors and Deepens the Daily Conversations for Person with Visual Impairment,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P440,Wifi-based robust indoor localization for daily activity monitoring,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P443,A Federated Learning-enabled Smart Street Light Monitoring Application: Benefits and Future Challenges,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P445,VECTOR,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P450,Contactless Monitoring of PPG Using Radar,EXCLUDE,EC7: Uses external specialized equipment,Exclusion,EC7: Uses external specialized equipment
P452,Covert Eye Op App: An Offense Based Learning Approach Towards Developing Mobile Security Awareness and Interest in Cybersecurity,EXCLUDE,EC-N: Focuses on cybersecurity mobile app education rather than Obstructive Sleep Apnea screening.,Exclusion,EC-N: Focuses on cybersecurity mobile app education rather than Obstructive Sleep Apnea screening.
P457,Not Only for Contact Tracing,EXCLUDE,EC-N: Focuses on COVID-19 contact tracing app adoption and user interviews.,Exclusion,EC-N: Focuses on COVID-19 contact tracing app adoption and user interviews.
P459,NeuralGait,EXCLUDE,"EC-CLINIC: Focuses on gait analysis for Parkinson's disease, TBI, and stroke, not OSA screening.",Exclusion,"EC-CLINIC: Focuses on gait analysis for Parkinson's disease, TBI, and stroke, not OSA screening."
P461,"Which notification is better? Comparing Visual, Audio and Tactile Cues for Asynchronous Mixed Reality (MR) Remote Collaboration: A User Study",EXCLUDE,EC-N: Focuses on Mixed Reality remote collaboration cues.,Exclusion,EC-N: Focuses on Mixed Reality remote collaboration cues.
P476,Anonymized Counting of Nonstationary Wi-Fi Devices When Monitoring Crowds,EXCLUDE,EC-N: Focuses on Wi-Fi device counting for crowd monitoring.,Exclusion,EC-N: Focuses on Wi-Fi device counting for crowd monitoring.
P483,EarIO,EXCLUDE,EC-EAR-BED: Focuses on earable-based facial expression tracking rather than nocturnal sleep apnea screening.,Exclusion,EC-EAR-BED: Focuses on earable-based facial expression tracking rather than nocturnal sleep apnea screening.
P496,“Inconsistent Performance”: Understanding Concerns of Real-World Users on Smart Mobile Health Applications Through Analyzing App Reviews,EXCLUDE,EC-REV: Conducts a thematic review of user reviews on smart mobile health apps without primary OSA sensing experiments.,Exclusion,EC-REV: Conducts a thematic review of user reviews on smart mobile health apps without primary OSA sensing experiments.
P502,Evaluating Prediction Models of Sleep Apnea From Smartphone-Recorded Sleep Breathing Sounds,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Inclusion,"Đáp ứng đầy đủ tiêu chí: Viết bằng tiếng Anh (IC-L), đăng trên tạp chí JAMA Otolaryngology–Head & Neck Surgery năm 2022 (IC-T). Chứa biểu đồ/bảng số liệu (IC-E), nghiên cứu trên 423 người lớn (IC-A). Sử dụng điện thoại (LG G3) đặt trên kệ cạnh giường cách đầu bệnh nhân khoảng 1m (IC-P, IC-MOD). Áp dụng thuật toán Random Forest phân tích âm thanh (IC-ALG). Đối chiếu lâm sàng với PSG toàn đêm tại lab (IC-VAL). Ước tính chỉ số AHI (IC-AHI) trong môi trường ngủ thực tế (IC-ENV). Báo cáo đầy đủ Sensitivity, Specificity, Accuracy, AUC (IC-MET), thời gian theo dõi trên 4 tiếng (IC-DUR) tại các ngưỡng lâm sàng AHI 5, 15, 30 events/hour (IC-CUT)."
P507,Validation of an overnight wireless high-resolution oximeter for the diagnosis of obstructive sleep apnea at home,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,Nghiên cứu yêu cầu một cảm biến bão hòa oxy ngoại vi SpO2 (oximeter kẹp ngón tay Biologix Oxistar) đeo trên cơ thể liên kết Bluetooth với điện thoại để chẩn đoán (bị loại bởi EC-EXT do yêu cầu thiết bị ngoại vi chuyên dụng tiếp xúc trực tiếp).
P508,Convolutional Neural Networks for Apnea Detection from Smartphone Audio Signals: Effect of Window Size,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,"Điện thoại được gắn trực tiếp lên ngực bệnh nhân bằng dây đai thắt đàn hồi thay vì đặt cạnh giường (vi phạm IC-P, IC-MOD). Phân loại các phân đoạn âm thanh ngắn cô lập và loại trừ hiện tượng giảm thở (hypopneas), không tính toán AHI toàn đêm (bị loại bởi EC-EPOCH)."
P518,Understanding user concerns and choice of app architectures in designing Audio-based mHealth Apps,EXCLUDE,EC-N: No experimental medical screening evaluation or algorithm for sleep apnea detection; purely a user-centric design study regarding mHealth app architectures and user concerns.,Exclusion,EC-N: No experimental medical screening evaluation or algorithm for sleep apnea detection; purely a user-centric design study regarding mHealth app architectures and user concerns.
P524,0348 Sleep Staging Using End-to-End Deep Learning Model Based on Nocturnal Sound for Smartphones,EXCLUDE,EC-STAGE: Focuses exclusively on sleep staging (REM/NREM/wake) rather than detecting apnea events or computing the AHI score.,Exclusion,EC-STAGE: Focuses exclusively on sleep staging (REM/NREM/wake) rather than detecting apnea events or computing the AHI score.
P525,Evaluation of a smartphone based method for risk screening of obstructive sleep apnea (OSA) based on a multiparametric model of acoustic and anamnestic parameters.,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,EC-A: Toàn văn tài liệu không có sẵn trong thư mục tài liệu thực tế của Notebook để thực hiện đánh giá chi tiết (Full-text is unavailable in the actual Notebook sources folder for full-text review).
P534,Exploring Parent-Child Dyadic Networks to Design a Smartphone-based Mindfulness Intervention for Underserved Families,EXCLUDE,EC-PED: Study population includes children (3-8 years old); EC-N: No obstructive sleep apnea screening or algorithmic evaluation.,Exclusion,EC-PED: Study population includes children (3-8 years old); EC-N: No obstructive sleep apnea screening or algorithmic evaluation.
P539,EarHealth,EXCLUDE,"EC-EAR-BED: Uses specialized earphones for hearing health monitoring (ruptured eardrum, otitis media) rather than smartphone-based sleep apnea detection.",Exclusion,"EC-EAR-BED: Uses specialized earphones for hearing health monitoring (ruptured eardrum, otitis media) rather than smartphone-based sleep apnea detection."
P540,On utilizing smartphone cameras to detect counterfeit liquid food products,EXCLUDE,"EC-N: Evaluates computer vision for detecting counterfeit liquid food products using smartphone cameras, completely unrelated to sleep apnea.",Exclusion,"EC-N: Evaluates computer vision for detecting counterfeit liquid food products using smartphone cameras, completely unrelated to sleep apnea."
P552,ioTree,EXCLUDE,EC1: Focuses on tree wearable sensors for water and nutrient monitoring,Exclusion,EC1: Focuses on tree wearable sensors for water and nutrient monitoring
P555,LASense,EXCLUDE,EC1: Focuses on acoustic sensing for general fine-grained human activities,Exclusion,EC1: Focuses on acoustic sensing for general fine-grained human activities
P557,Wet-Ra,EXCLUDE,EC1: Focuses on diaper wetness monitoring using RF signals,Exclusion,EC1: Focuses on diaper wetness monitoring using RF signals
P563,WiNE,EXCLUDE,EC1: Focuses on food nutrient and calorie estimation using microwave ovens,Exclusion,EC1: Focuses on food nutrient and calorie estimation using microwave ovens
P572,ReChan,EXCLUDE,EC1: Focuses on software engineering and release note analysis for Android apps,Exclusion,EC1: Focuses on software engineering and release note analysis for Android apps
P575,ToothSonic,EXCLUDE,EC1: Focuses on earable-based user authentication using teeth gestures,Exclusion,EC1: Focuses on earable-based user authentication using teeth gestures
P584,Gesture Recognition Method Using Acoustic Sensing on Usual Garment,EXCLUDE,EC1: Focuses on gesture recognition on garments using acoustic sensing,Exclusion,EC1: Focuses on gesture recognition on garments using acoustic sensing
P591,Detecting counterfeit liquid food products in a sealed bottle using a smartphone camera,EXCLUDE,EC1: Focuses on detecting counterfeit liquid food products using a smartphone camera,Exclusion,EC1: Focuses on detecting counterfeit liquid food products using a smartphone camera
P592,Multi-Vib,EXCLUDE,EC-EAR-BED: Uses mmWave radar for structural and vibration monitoring rather than smartphone sensors for sleep apnea screening.,Exclusion,EC-EAR-BED: Uses mmWave radar for structural and vibration monitoring rather than smartphone sensors for sleep apnea screening.
P594,RMVS: Remote Monitoring of Vital Signs with mm-Wave Radar,EXCLUDE,EC-EAR-BED: Relies on mmWave radar rather than built-in smartphone sensors for vital signs monitoring.,Exclusion,EC-EAR-BED: Relies on mmWave radar rather than built-in smartphone sensors for vital signs monitoring.
P603,"CPSA
            <sub>ML</sub>",EXCLUDE,"EC-N: Focuses on cyber-physical systems modeling language and code generation, lacking health/sleep monitoring實 驗.",Exclusion,"EC-N: Focuses on cyber-physical systems modeling language and code generation, lacking health/sleep monitoring實 驗."
P614,LifeRec: A Mobile App for Lifelog Recording and Ubiquitous Recommendation,EXCLUDE,EC-SYS: Focuses on lifelog data recording and ubiquitous recommendation without clinical sleep apnea detection.,Exclusion,EC-SYS: Focuses on lifelog data recording and ubiquitous recommendation without clinical sleep apnea detection.
P618,"""For an App Supposed to Make Its Users Feel Better, It Sure is a Joke"" - An Analysis of User Reviews of Mobile Mental Health Applications",EXCLUDE,EC-REV: Analyzes user reviews of mobile mental health applications rather than performing primary technical experiments on sleep apnea.,Exclusion,EC-REV: Analyzes user reviews of mobile mental health applications rather than performing primary technical experiments on sleep apnea.
P620,UIPDroid,EXCLUDE,EC-SYS: Focuses on Android permission control and privacy mechanisms rather than health monitoring.,Exclusion,EC-SYS: Focuses on Android permission control and privacy mechanisms rather than health monitoring.
P622,Prediction of Mobile App Privacy Preferences with User Profiles via Federated Learning,EXCLUDE,EC-SYS: Focuses on federated learning for predicting mobile app privacy preferences rather than sleep apnea detection.,Exclusion,EC-SYS: Focuses on federated learning for predicting mobile app privacy preferences rather than sleep apnea detection.
P625,Efficient Adaptive Beacon Deployment Optimization for Indoor Crowd Monitoring Applications,EXCLUDE,EC-SYS: Focuses on BLE beacon deployment optimization for indoor crowd monitoring rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on BLE beacon deployment optimization for indoor crowd monitoring rather than sleep apnea screening.
P633,WristAcoustic,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P636,MagEar,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P638,Audio-domain position-independent backdoor attack via unnoticeable triggers,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P640,Understanding People's Perceptions of Approaches to Semi-Automated Dietary Monitoring,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P647,Mi Casa es Su Casa (“MiSu”): A Mobile App for Sharing Smart Home Devices with People Outside The Home,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P648,ECG-grained Cardiac Monitoring Using UWB Signals,EXCLUDE,EC-EAR-BED,Exclusion,EC-EAR-BED
P649,AccMyrinx,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P653,Personalized health monitoring via vital sign measurements leveraging motion sensors on AR/VR headsets,EXCLUDE,EC-EAR-BED,Exclusion,EC-EAR-BED
P657,Continuous blood pressure monitoring using low-cost motion sensors on AR/VR headsets,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
